,Supporter ID,Amount,Campaign Date,Campaign ID,days_since_last_donation,gender,region
16019,207937543,30.0,2022-01-01,210405 - GEN - Donate National,101.0,nan,North West
9194,207706685,50.0,2022-01-01,210405 - GEN - Donate National,123.0,M,Wales
31405,232098524,13.0,2022-01-01,210405 - GEN - Donate National,,M,East Midlands
11959,207795198,50.0,2022-01-01,210405 - GEN - Donate National,246.0,M,West Midlands
28883,208391663,5.0,2022-01-01,210405 - GEN - Donate National,16.0,nan,South West
25743,208287189,3.0,2022-01-01,210405 - GEN - Donate National,242.0,nan,West Midlands
7760,207654804,23.0,2022-01-01,210405 - GEN - Donate National,,F,North West
11547,207785104,10.0,2022-01-01,210405 - GEN - Donate National,325.0,nan,South East
15822,207930284,15.0,2022-01-01,210405 - GEN - Donate National,52.0,nan,Eastern
16589,207962478,5.0,2022-01-01,210405 - GEN - Donate National,,F,East Midlands
16951,207975047,23.0,2022-01-01,210405 - GEN - Donate National,,F,Yorkshire and Humber
23262,208199884,5.0,2022-01-01,210405 - GEN - Donate National,452.0,nan,North West
7286,207640939,23.0,2022-01-01,210405 - GEN - Donate National,31.0,F,London
24546,208243913,10.0,2022-01-01,210405 - GEN - Donate National,,nan,Eastern
23552,208208771,13.0,2022-01-01,210405 - GEN - Donate National,167.0,nan,nan
12383,207807760,10.0,2022-01-01,210405 - GEN - Donate National,30.0,nan,South West
19357,208058644,5.0,2022-01-01,210405 - GEN - Donate National,465.0,F,North West
2147,207464781,23.0,2022-01-01,210405 - GEN - Donate National,175.0,M,Wales
8403,207678830,5.0,2022-01-01,210405 - GEN - Donate National,246.0,M,Yorkshire and Humber
30026,210584177,23.0,2022-01-01,210405 - GEN - Donate National,88.0,M,London
21475,208136590,10.0,2022-01-01,210405 - GEN - Donate National,148.0,nan,London
15186,207905830,23.0,2022-01-01,210405 - GEN - Donate National,,nan,Eastern
28127,208359197,23.0,2022-01-01,210405 - GEN - Donate National,243.0,F,East Midlands
6768,207622585,13.0,2022-01-01,210405 - GEN - Donate National,65.0,M,South East
30851,225742240,3.0,2022-01-01,210405 - GEN - Donate National,16.0,M,West Midlands
26465,208313104,5.0,2022-01-01,210405 - GEN - Donate National,451.0,nan,Scotland
9211,207708079,10.0,2022-01-01,210405 - GEN - Donate National,,F,nan
20384,208096152,10.0,2022-01-01,210405 - GEN - Donate National,727.0,M,South West
25504,208278743,10.0,2022-01-01,210405 - GEN - Donate National,,nan,Yorkshire and Humber
13427,207841781,13.0,2022-01-02,210405 - GEN - Donate National,,nan,North
14787,207891867,15.0,2022-01-02,211111 - MM - Raffle - Winter 2021,177.0,M,London
29297,208419886,30.0,2022-01-02,210405 - GEN - Donate National,287.0,F,South West
21904,208152667,20.0,2022-01-02,210405 - GEN - Donate National,,nan,London
8203,207669511,5.0,2022-01-02,210405 - GEN - Donate National,,nan,North
9860,207729020,100.0,2022-01-02,210405 - GEN - Donate National,,nan,Scotland
19142,208050810,10.0,2022-01-02,210405 - GEN - Donate National,467.0,M,London
11775,207791331,23.0,2022-01-02,210405 - GEN - Donate National,193.0,M,East Midlands
192,207386869,5.0,2022-01-02,210405 - GEN - Donate National,37.0,F,West Midlands
30944,227169695,3.0,2022-01-02,210405 - GEN - Donate National,,F,South East
6351,207609531,30.0,2022-01-02,210405 - GEN - Donate National,25.0,M,Yorkshire and Humber
12104,207798970,76.0,2022-01-02,210405 - GEN - Donate National,90.0,F,North West
7156,207635054,10.0,2022-01-02,210405 - GEN - Donate National,191.0,nan,Yorkshire and Humber
23593,208209778,13.0,2022-01-02,210405 - GEN - Donate National,,nan,South West
25639,208284075,3.0,2022-01-02,210405 - GEN - Donate National,258.0,nan,London
7386,207643086,121.0,2022-01-02,210405 - GEN - Donate National,24.0,F,South West
29252,208411045,10.0,2022-01-02,210405 - GEN - Donate National,66.0,M,London
12987,207822845,10.0,2022-01-02,210405 - GEN - Donate National,453.0,F,East Midlands
10031,207732066,50.0,2022-01-02,210405 - GEN - Donate National,23.0,M,London
20040,208083750,3.0,2022-01-02,210405 - GEN - Donate National,453.0,F,Eastern
31532,233185296,25.0,2022-01-02,210405 - GEN - Donate National,,M,North West
28489,208371123,10.0,2022-01-02,210405 - GEN - Donate National,,nan,Scotland
19938,208080823,10.0,2022-01-02,210405 - GEN - Donate National,69.0,F,East Midlands
27744,208349851,13.0,2022-01-02,210405 - GEN - Donate National,295.0,M,South West
27667,208347809,5.0,2022-01-02,210405 - GEN - Donate National,,nan,North
25470,208276918,23.0,2022-01-02,210405 - GEN - Donate National,242.0,M,South West
20732,208106624,5.0,2022-01-02,210405 - GEN - Donate National,241.0,nan,East Midlands
9824,207728267,5.0,2022-01-02,210405 - GEN - Donate National,483.0,nan,Wales
4428,207544681,20.0,2022-01-02,210405 - GEN - Donate National,145.0,M,Wales
3134,207499530,23.0,2022-01-02,210405 - GEN - Donate National,64.0,nan,London
27850,208352427,60.0,2022-01-02,210405 - GEN - Donate National,88.0,M,South West
17038,207977804,5.0,2022-01-02,210405 - GEN - Donate National,,M,East Midlands
6567,207616758,20.0,2022-01-02,210405 - GEN - Donate National,215.0,nan,London
3170,207500593,250.0,2022-01-02,210405 - GEN - Donate National,23.0,nan,North West
13814,207861062,10.0,2022-01-02,210405 - GEN - Donate National,8.0,F,Eastern
19956,208081528,50.0,2022-01-02,210405 - GEN - Donate National,258.0,nan,South East
15169,207905178,5.0,2022-01-02,210405 - GEN - Donate National,,nan,nan
22814,208185313,15.0,2022-01-02,210405 - GEN - Donate National,194.0,M,London
1743,207445024,100.0,2022-01-02,210405 - GEN - Donate National,294.0,M,London
31085,227727829,10.0,2022-01-02,210405 - GEN - Donate National,,F,Eastern
12121,207799369,3.0,2022-01-02,210405 - GEN - Donate National,,nan,North West
31534,233191787,15.0,2022-01-02,210405 - GEN - Donate National,,M,London
12482,207811048,30.0,2022-01-02,210405 - GEN - Donate National,29.0,M,West Midlands
20325,208093744,23.0,2022-01-02,210405 - GEN - Donate National,,M,West Midlands
26169,208304272,3.0,2022-01-02,210405 - GEN - Donate National,170.0,nan,nan
15430,207916081,5.0,2022-01-02,210405 - GEN - Donate National,127.0,nan,nan
25093,208262964,2.01,2022-01-02,210405 - GEN - Donate National,9.0,M,South West
7443,207645332,42.0,2022-01-02,210405 - GEN - Donate National,451.0,M,Scotland
9795,207727571,10.0,2022-01-02,210405 - GEN - Donate National,93.0,F,West Midlands
4631,207549527,20.0,2022-01-02,210405 - GEN - Donate National,453.0,M,London
13469,207843749,50.0,2022-01-02,210405 - GEN - Donate National,137.0,M,North West
3518,207509655,30.0,2022-01-02,210405 - GEN - Donate National,45.0,M,London
28934,208392508,23.0,2022-01-02,210405 - GEN - Donate National,218.0,nan,South West
9188,207706539,3.0,2022-01-02,210405 - GEN - Donate National,,M,Scotland
24920,208256847,23.0,2022-01-02,210405 - GEN - Donate National,462.0,nan,nan
30123,211795164,5.0,2022-01-02,210405 - GEN - Donate National,,nan,Eastern
21339,208131546,23.0,2022-01-02,210405 - GEN - Donate National,452.0,nan,Scotland
19218,208053518,42.0,2022-01-02,210405 - GEN - Donate National,44.0,F,Eastern
26003,208297907,42.0,2022-01-02,210405 - GEN - Donate National,54.0,F,Yorkshire and Humber
23209,208198103,100.0,2022-01-02,210405 - GEN - Donate National,25.0,nan,South East
12577,207813415,5.0,2022-01-02,210405 - GEN - Donate National,25.0,M,North West
24438,208239554,20.0,2022-01-02,210405 - GEN - Donate National,,nan,Yorkshire and Humber
18639,208029521,5.0,2022-01-02,210405 - GEN - Donate National,2.0,M,South West
18907,208039707,23.0,2022-01-02,210405 - GEN - Donate National,30.0,nan,West Midlands
4831,207553496,3.0,2022-01-02,210405 - GEN - Donate National,24.0,F,West Midlands
3554,207510778,10.0,2022-01-02,210405 - GEN - Donate National,168.0,M,Eastern
31259,228363764,5.0,2022-01-02,210405 - GEN - Donate National,,nan,London
23347,208202091,3.0,2022-01-02,210405 - GEN - Donate National,127.0,F,North West
4550,207547391,50.0,2022-01-02,210405 - GEN - Donate National,25.0,nan,Eastern
21242,208128480,13.0,2022-01-02,210405 - GEN - Donate National,,nan,South West
21246,208128643,25.0,2022-01-02,210405 - GEN - Donate National,9.0,M,North West
28305,208364513,23.0,2022-01-02,210405 - GEN - Donate National,41.0,nan,London
24864,208254274,20.0,2022-01-02,210405 - GEN - Donate National,699.0,F,North
17269,207985079,50.0,2022-01-02,211124 - GEN - Donate Anti-Tory Fight Fund,23.0,nan,West Midlands
24870,208254522,5.0,2022-01-02,210405 - GEN - Donate National,156.0,F,London
19235,208053938,3.0,2022-01-02,210405 - GEN - Donate National,,F,London
3770,207520091,10.0,2022-01-02,210405 - GEN - Donate National,23.0,M,London
14028,207867967,3.0,2022-01-02,210405 - GEN - Donate National,353.0,nan,North West
18935,208040528,60.0,2022-01-02,210405 - GEN - Donate National,23.0,nan,London
3648,207514540,30.0,2022-01-02,210405 - GEN - Donate National,262.0,M,London
17799,208001779,3.0,2022-01-02,210405 - GEN - Donate National,30.0,M,Yorkshire and Humber
20391,208096368,20.0,2022-01-02,210405 - GEN - Donate National,243.0,M,nan
18595,208027344,10.0,2022-01-02,210405 - GEN - Donate National,30.0,nan,North
15793,207929591,15.0,2022-01-02,210405 - GEN - Donate National,27.0,nan,South East
30043,210675463,10.0,2022-01-02,210405 - GEN - Donate National,27.0,nan,Yorkshire and Humber
29878,209363423,10.0,2022-01-02,210405 - GEN - Donate National,286.0,nan,Eastern
2773,207488191,76.0,2022-01-02,210405 - GEN - Donate National,539.0,M,London
30374,218835086,13.0,2022-01-02,210405 - GEN - Donate National,16.0,F,Wales
16111,207940635,23.0,2022-01-02,210405 - GEN - Donate National,164.0,F,South West
12039,207797028,10.0,2022-01-02,210405 - GEN - Donate National,25.0,nan,London
8363,207676735,15.0,2022-01-02,210405 - GEN - Donate National,520.0,nan,London
30371,218776587,5.0,2022-01-02,210405 - GEN - Donate National,,M,West Midlands
27098,208332002,3.0,2022-01-02,210405 - GEN - Donate National,248.0,F,London
23145,208196236,3.0,2022-01-02,210405 - GEN - Donate National,114.0,M,London
15038,207900941,5.0,2022-01-02,210405 - GEN - Donate National,30.0,nan,West Midlands
7396,207643885,10.0,2022-01-02,210405 - GEN - Donate National,519.0,M,North West
31530,233181346,23.0,2022-01-02,210405 - GEN - Donate National,,M,Yorkshire and Humber
28466,208370463,5.0,2022-01-02,210405 - GEN - Donate National,260.0,nan,South East
28257,208362585,100.0,2022-01-02,210405 - GEN - Donate National,66.0,nan,London
16382,207952349,30.0,2022-01-02,210405 - GEN - Donate National,453.0,nan,South West
8611,207687421,20.0,2022-01-02,210405 - GEN - Donate National,170.0,nan,London
21463,208136035,100.0,2022-01-02,210405 - GEN - Donate National,519.0,F,North West
30411,219535407,10.0,2022-01-02,210405 - GEN - Donate National,,nan,North
19762,208074374,10.0,2022-01-03,210405 - GEN - Donate National,172.0,nan,Scotland
14679,207888376,15.0,2022-01-03,210405 - GEN - Donate National,8.0,M,Yorkshire and Humber
16627,207964154,13.0,2022-01-03,210405 - GEN - Donate National,280.0,F,London
1826,207448227,42.0,2022-01-03,210405 - GEN - Donate National,96.0,M,West Midlands
2176,207465715,5.0,2022-01-03,210405 - GEN - Donate National,208.0,nan,South West
7677,207652539,121.0,2022-01-03,210405 - GEN - Donate National,,nan,South East
8295,207673370,10.0,2022-01-03,210405 - GEN - Donate National,258.0,F,South East
4255,207538428,30.0,2022-01-03,210405 - GEN - Donate National,167.0,M,East Midlands
28819,208390148,30.0,2022-01-03,210405 - GEN - Donate National,171.0,F,nan
4209,207537505,3.0,2022-01-03,210405 - GEN - Donate National,,nan,South East
1398,207430272,23.0,2022-01-03,210405 - GEN - Donate National,155.0,M,West Midlands
2888,207492041,2.0,2022-01-03,211111 - MM - Raffle - Winter 2021,13.0,nan,North
14485,207880104,5.0,2022-01-03,210405 - GEN - Donate National,,M,Eastern
14023,207867854,10.0,2022-01-03,210405 - GEN - Donate National,,M,North
3046,207497570,3.0,2022-01-03,210405 - GEN - Donate National,6.0,M,North
13164,207829456,23.0,2022-01-03,211124 - GEN - Donate Anti-Tory Fight Fund,244.0,nan,South East
4849,207553650,13.0,2022-01-03,210405 - GEN - Donate National,,nan,South East
8870,207696126,10.0,2022-01-03,210405 - GEN - Donate National,194.0,M,South East
29071,208401251,100.0,2022-01-03,210405 - GEN - Donate National,263.0,M,London
9272,207711094,3.0,2022-01-03,210405 - GEN - Donate National,20.0,F,Wales
27179,208333351,23.0,2022-01-03,210405 - GEN - Donate National,,M,Eastern
17552,207994133,50.0,2022-01-03,210405 - GEN - Donate National,98.0,F,Yorkshire and Humber
911,207414425,6.0,2022-01-03,210405 - GEN - Donate National,23.0,F,South West
16607,207963282,15.0,2022-01-03,210405 - GEN - Donate National,,M,South West
17191,207983486,3.0,2022-01-03,210405 - GEN - Donate National,26.0,nan,North West
31429,232211343,3.0,2022-01-03,210405 - GEN - Donate National,,M,Yorkshire and Humber
3058,207497932,20.0,2022-01-03,211111 - MM - Raffle - Winter 2021,147.0,nan,North West
1235,207424671,13.0,2022-01-03,210405 - GEN - Donate National,262.0,M,London
6072,207600179,10.0,2022-01-03,210405 - GEN - Donate National,,nan,Eastern
5670,207583993,10.0,2022-01-03,210405 - GEN - Donate National,326.0,M,London
8007,207661760,13.0,2022-01-03,210405 - GEN - Donate National,209.0,M,Scotland
25154,208265076,13.0,2022-01-03,210405 - GEN - Donate National,,F,West Midlands
2179,207465747,30.0,2022-01-03,210405 - GEN - Donate National,30.0,M,London
31212,228098156,5.0,2022-01-03,210405 - GEN - Donate National,,M,North
26284,208306572,10.0,2022-01-03,210405 - GEN - Donate National,,nan,South West
17523,207993193,10.0,2022-01-03,210405 - GEN - Donate National,150.0,F,South East
1444,207432332,5.0,2022-01-03,210405 - GEN - Donate National,539.0,M,nan
4865,207554112,5.0,2022-01-03,210405 - GEN - Donate National,131.0,F,nan
18627,208029061,10.0,2022-01-03,210405 - GEN - Donate National,52.0,F,nan
19579,208068943,5.0,2022-01-03,210405 - GEN - Donate National,0.0,F,Eastern
25894,208294299,10.0,2022-01-03,210405 - GEN - Donate National,98.0,M,North
6036,207598757,3.0,2022-01-03,210405 - GEN - Donate National,,nan,South West
3633,207514202,5.0,2022-01-03,210405 - GEN - Donate National,244.0,M,London
27478,208342727,5.0,2022-01-03,210405 - GEN - Donate National,,F,London
6363,207609673,10.0,2022-01-03,210405 - GEN - Donate National,521.0,F,South East
12597,207813883,23.0,2022-01-03,210405 - GEN - Donate National,303.0,M,South East
9940,207730650,15.0,2022-01-03,210405 - GEN - Donate National,,M,South East
22941,208188587,30.0,2022-01-03,210405 - GEN - Donate National,169.0,nan,North West
1446,207432574,5.0,2022-01-03,210405 - GEN - Donate National,13.0,nan,South West
2019,207459932,10.0,2022-01-03,210405 - GEN - Donate National,313.0,F,Wales
22107,208160445,5.0,2022-01-03,210405 - GEN - Donate National,453.0,M,South East
11415,207781146,10.0,2022-01-03,210405 - GEN - Donate National,352.0,nan,London
4947,207557677,30.0,2022-01-03,210405 - GEN - Donate National,298.0,M,Eastern
15547,207921116,30.0,2022-01-03,210405 - GEN - Donate National,24.0,M,South East
22056,208158090,13.0,2022-01-03,210405 - GEN - Donate National,,F,South East
6206,207604775,5.0,2022-01-03,210405 - GEN - Donate National,,F,Yorkshire and Humber
14119,207869968,3.0,2022-01-03,210405 - GEN - Donate National,,nan,East Midlands
31536,233202771,10.0,2022-01-03,210405 - GEN - Donate National,,M,South East
6359,207609580,3.0,2022-01-03,210405 - GEN - Donate National,453.0,M,South East
31535,233200732,10.0,2022-01-03,210405 - GEN - Donate National,,nan,London
4303,207540120,10.0,2022-01-03,211124 - GEN - Donate Anti-Tory Fight Fund,306.0,nan,South West
26994,208328845,10.0,2022-01-03,210405 - GEN - Donate National,,M,London
29517,208564065,5.0,2022-01-04,210405 - GEN - Donate National,4.0,M,London
9943,207730693,5.0,2022-01-04,210405 - GEN - Donate National,28.0,F,London
12181,207801152,30.0,2022-01-04,210405 - GEN - Donate National,225.0,M,East Midlands
29785,208762615,100.0,2022-01-04,210405 - GEN - Donate National,19.0,M,Yorkshire and Humber
21559,208140192,50.0,2022-01-04,210405 - GEN - Donate National,250.0,F,South East
26941,208327306,100.0,2022-01-04,210405 - GEN - Donate National,39.0,M,Eastern
8635,207688298,50.0,2022-01-04,210405 - GEN - Donate National,25.0,nan,North West
5799,207589426,10.0,2022-01-04,210405 - GEN - Donate National,41.0,F,Yorkshire and Humber
11545,207785103,15.0,2022-01-04,210405 - GEN - Donate National,245.0,F,Wales
10918,207760485,50.0,2022-01-04,210405 - GEN - Donate National,454.0,nan,London
3992,207528906,23.0,2022-01-04,210405 - GEN - Donate National,96.0,nan,South East
18855,208037454,23.0,2022-01-04,210405 - GEN - Donate National,250.0,nan,South West
23257,208199769,20.0,2022-01-04,210405 - GEN - Donate National,435.0,M,North West
9200,207707350,10.0,2022-01-04,210405 - GEN - Donate National,469.0,nan,Scotland
26329,208307847,100.0,2022-01-04,210405 - GEN - Donate National,27.0,M,London
28960,208394273,20.0,2022-01-04,210405 - GEN - Donate National,69.0,F,South East
12685,207816007,50.0,2022-01-04,210405 - GEN - Donate National,714.0,M,South West
22986,208189685,3.0,2022-01-04,210405 - GEN - Donate National,20.0,nan,London
9583,207722572,10.0,2022-01-04,210405 - GEN - Donate National,4.0,M,West Midlands
10577,207751598,5.0,2022-01-04,210405 - GEN - Donate National,11.0,M,Wales
20009,208083025,20.0,2022-01-04,210405 - GEN - Donate National,53.0,nan,London
28270,208362989,23.0,2022-01-04,210405 - GEN - Donate National,299.0,nan,London
30036,210636776,13.0,2022-01-04,210405 - GEN - Donate National,261.0,nan,South West
24943,208257435,3.0,2022-01-04,210405 - GEN - Donate National,,M,North West
19113,208048680,13.0,2022-01-04,210405 - GEN - Donate National,435.0,M,Scotland
23561,208209078,20.0,2022-01-04,210405 - GEN - Donate National,,nan,London
4101,207533759,50.0,2022-01-04,210405 - GEN - Donate National,27.0,nan,South East
11786,207791567,42.0,2022-01-04,210405 - GEN - Donate National,154.0,M,South West
